text,audio_text,path,audio_path
"This is an interview, presented as a static, eye-level close-up shot from a front view. The scene is set in an indoor office or study during the daytime, with a dark wall and a vase of white flowers partially visible on the left, and a tall floor lamp with a cream-colored lampshade on the right. In the center, an older man with gray hair, wearing glasses, a black suit, a white shirt, and a patterned gray tie, sits with a serious and contemplative expression. He is speaking, and says, [SPEECH_0].","A clear, older male voice speaks in a calm and measured tone, with a steady pace and a neutral, informative emotion. The audio is clean and well-recorded, with no noticeable background noise.",/mnt/shaoguan1cephfs/wevision-vfx/leileizhu/ominihuman/ominihuman/testset/single_double_merged/01dd577dde042870b30705124b1dcb6b-Scene-002_subtitle_cropped.mp4,/mnt/shaoguan1cephfs/wevision-vfx/leileizhu/ominihuman/ominihuman/testset/single_double_merged_audio/01dd577dde042870b30705124b1dcb6b-Scene-002_subtitle_cropped.wav
"This is an interview/comedy show segment, presented as a static, eye-level medium shot from a front view. The scene is set in an indoor studio with a large, colorful world map on the wall in the background and bright, high-key lighting. In the center, a man with short, brown, side-swept hair, wearing a long-sleeved, olive-green shirt with a black and yellow graphic of a bull's head on the front and colorful, abstract patterns on the sleeves, is speaking. He is wearing multiple rings on his fingers and is gesturing animatedly with his hands, primarily using his right hand to make pointing and counting motions. He has an animated and engaging expression, with wide eyes and a smile. He speaks, saying, [SPEECH_0]. The sound of an audience laughing in the background is audible.","A clear, energetic male voice speaking in a fast, engaging tone. The delivery is expressive and theatrical, with a comedic inflection. The background contains the sound of a live audience laughing.",/mnt/shaoguan1cephfs/wevision-vfx/leileizhu/ominihuman/ominihuman/testset/single_double_merged/122697fca52a12c7c25d299951280070-Scene-097.mp4,/mnt/shaoguan1cephfs/wevision-vfx/leileizhu/ominihuman/ominihuman/testset/single_double_merged_audio/122697fca52a12c7c25d299951280070-Scene-097.wav
"This is an interview presented as a static, eye-level medium shot from a front view. The scene is set in an indoor studio during the daytime, with a large window revealing a modern building and greenery outside. In the center, an older woman with blonde, shoulder-length hair, wearing a black jacket with a white collar over a white top, sits in a black office chair. She has an engaged and conversational expression as she speaks, saying, [SPEECH_0]. A green trellis with plants is visible to the left of the frame. The lighting is bright and even, a mix of studio lights and natural light from the window.","A clear, female voice speaking in a calm and conversational tone. The speech is steady and articulate, with a neutral emotional quality. The audio is clean and free of background noise or music.",/mnt/shaoguan1cephfs/wevision-vfx/leileizhu/ominihuman/ominihuman/testset/single_double_merged/b822afda5413461a1c3a391a4df90e83-Scene-026.mp4,/mnt/shaoguan1cephfs/wevision-vfx/leileizhu/ominihuman/ominihuman/testset/single_double_merged_audio/b822afda5413461a1c3a391a4df90e83-Scene-026.wav
"This is an interview or vlog, presented as a static, eye-level medium shot from a front view. The scene is set in an indoor home office during the daytime, with a desk, computer monitors, a radiator, and a window with blinds in the background, illuminated by natural light. In the center, a man with short brown hair and blue eyes, wearing a blue and white hooded sweatshirt with a logo on the chest, sits at the desk with an engaged and conversational expression. He is speaking and gesturing with his hands, saying, [SPEECH_0]. To his left, a golden and blue gauntlet, resembling the Infinity Gauntlet from Marvel, rests on the desk. Behind him, a white radiator holds two decorative duck-shaped pillows, and to the right, a trophy with a black and gold base and a silver top is visible.","A clear, neutral male voice speaking in a calm and conversational tone. The speech is steady and at a moderate pace, with no noticeable background noise or music.",/mnt/shaoguan1cephfs/wevision-vfx/leileizhu/ominihuman/ominihuman/testset/single_double_merged/58223b4d20c1f9876aa1bd59c878da14-Scene-027_subtitle_cropped.mp4,/mnt/shaoguan1cephfs/wevision-vfx/leileizhu/ominihuman/ominihuman/testset/single_double_merged_audio/58223b4d20c1f9876aa1bd59c878da14-Scene-027_subtitle_cropped.wav
"This is a vlog, presented as a static, eye-level medium shot from a front view. The scene is set in the cluttered interior of a garage or shed during the daytime, with wooden walls and shelves filled with various items, including multiple deer and elk antlers mounted on the wall, boxes, and other equipment. In the center, an older man with gray hair, wearing a gray baseball cap with a red logo, a beige and green fleece jacket, and a lavalier microphone clipped to his collar, stands and speaks directly to the camera with an engaged and informative expression, making hand gestures. To his right in the foreground, a gray hard-shell cooler with a yellow, textured, inflatable sleeping pad resting on top of it is visible. The man speaks, saying, [SPEECH_0].","A clear, calm male voice speaking in a steady, informative tone. The speech is delivered at a moderate pace with a neutral, conversational quality, suggesting a direct address to an audience.",/mnt/shaoguan1cephfs/wevision-vfx/leileizhu/ominihuman/ominihuman/testset/single_double_merged/43371242c70fb4ea9251030dc73fe08f-Scene-106_subtitle_cropped.mp4,/mnt/shaoguan1cephfs/wevision-vfx/leileizhu/ominihuman/ominihuman/testset/single_double_merged_audio/43371242c70fb4ea9251030dc73fe08f-Scene-106_subtitle_cropped.wav
"This is a vlog, presented as a static, eye-level medium shot from a front view. The scene is set in an indoor room, likely a home office or gaming setup, during the daytime, with natural light coming from the left. In the center foreground, a man with light brown hair, a mustache, and a beard, wearing a blue sweater and a black smartwatch, sits at a desk. He has a black gaming headset with green accents around his neck. He is speaking to the camera in a conversational tone, saying, [SPEECH_0]. Behind him, a large computer monitor displays a mountain landscape wallpaper. To the right of the monitor is a black computer tower with orange vertical lighting accents. To the left, a brown acoustic guitar is propped against a white cabinet. The overall atmosphere is casual and relaxed.","A clear, conversational male voice speaking in a calm and neutral tone. The speech is steady and natural, with no background music or ambient noise.",/mnt/shaoguan1cephfs/wevision-vfx/leileizhu/ominihuman/ominihuman/testset/single_double_merged/22dbc5b2a6a7ba74415f1ab3db3153f7-Scene-015.mp4,/mnt/shaoguan1cephfs/wevision-vfx/leileizhu/ominihuman/ominihuman/testset/single_double_merged_audio/22dbc5b2a6a7ba74415f1ab3db3153f7-Scene-015.wav
"This is a product demonstration video, filmed in a static, eye-level, medium shot from a side view. The scene is set in an indoor studio with a dark blue wall featuring vertical wooden slats, under soft lighting. A middle-aged man with glasses, wearing a light blue collared shirt and a dark grey patterned vest, stands in the center-right of the frame. He is positioned next to a professional film camera on a tripod, which is the main subject. The man is actively speaking and gesturing with his hands to explain the camera's features, and at one point, he touches the camera's side monitor. He says, [SPEECH_0].","A clear, calm male voice with a neutral tone speaks at a moderate pace. The audio is clean and well-recorded, with no noticeable background noise or music.",/mnt/shaoguan1cephfs/wevision-vfx/leileizhu/ominihuman/ominihuman/testset/single_double_merged/d8090394d04990798f6f4f08f6a25a4e-Scene-004.mp4,/mnt/shaoguan1cephfs/wevision-vfx/leileizhu/ominihuman/ominihuman/testset/single_double_merged_audio/d8090394d04990798f6f4f08f6a25a4e-Scene-004.wav
"This is a vlog-style video, presented as a static, eye-level medium shot from a front view. The scene is set in a well-lit indoor hallway, likely within a medical or professional office, with a glass display case on the left and an open doorway to another room on the right. In the center of the frame, a middle-aged man with graying hair, wearing a black V-neck scrub top with a logo and the text 'Dr. Leo Krawetz' on the chest, stands and speaks directly to the camera. He is also wearing a silver chain bracelet on his left wrist. He gestures with his hands as he talks, maintaining an engaged expression. He says, [SPEECH_0].","A clear, male voice speaking in a calm and informative tone. The speech is steady and at a moderate pace, with no noticeable background noise.",/mnt/shaoguan1cephfs/wevision-vfx/leileizhu/ominihuman/ominihuman/testset/single_double_merged/3e7b4883c37b7367eaa81446edb76ccf-Scene-003.mp4,/mnt/shaoguan1cephfs/wevision-vfx/leileizhu/ominihuman/ominihuman/testset/single_double_merged_audio/3e7b4883c37b7367eaa81446edb76ccf-Scene-003.wav
"This is a tutorial or vlog, presented as a static, eye-level medium shot from a front view. The scene is set in an indoor art studio during the daytime, with two tall metal shelving units filled with art supplies on either side of the frame and a large abstract painting hanging on the wall behind the subject. In the center, a woman with long, dark brown hair, wearing a pink t-shirt and a black apron splattered with paint, is speaking with an engaged and smiling expression. She gestures with her hands as she talks, saying, [SPEECH_0]. The studio is brightly lit.","A clear, friendly female voice speaking in a calm and informative tone. The speech is at a moderate pace with a warm and engaging delivery, suggesting a tutorial or vlog format. The audio is clean and free of background noise.",/mnt/shaoguan1cephfs/wevision-vfx/leileizhu/ominihuman/ominihuman/testset/single_double_merged/8d79de04efa9dfea43c6f63c028619cc-Scene-002_subtitle_cropped.mp4,/mnt/shaoguan1cephfs/wevision-vfx/leileizhu/ominihuman/ominihuman/testset/single_double_merged_audio/8d79de04efa9dfea43c6f63c028619cc-Scene-002_subtitle_cropped.wav
"This is an interview presented as a static, eye-level close-up shot from a front view. The scene is set in an indoor environment during the daytime, with a bright blue wall and a large, white circular logo in the background, under high-key lighting. In the center, a young woman with blonde hair tied in a ponytail, wearing a black and lime green Manchester City football jersey with a Puma logo, sits and speaks with a happy expression. She gestures with her hands as she talks, saying, [SPEECH_0].","A clear, friendly female voice speaking in a calm and warm tone, with a natural and engaging delivery. The dialogue is intimate and conversational, with subtle background room ambience, indicating a quiet indoor environment such as a studio or office.",/mnt/shaoguan1cephfs/wevision-vfx/leileizhu/ominihuman/ominihuman/testset/single_double_merged/938d9bad5cdb53e9a11aff8f1060d3d6-Scene-014_subtitle_cropped.mp4,/mnt/shaoguan1cephfs/wevision-vfx/leileizhu/ominihuman/ominihuman/testset/single_double_merged_audio/938d9bad5cdb53e9a11aff8f1060d3d6-Scene-014_subtitle_cropped.wav
"This is a vlog, presented as a static, eye-level medium shot from a front view. The scene is set in an indoor room, likely a home office or studio, with soft lighting. In the center, a man with short, graying hair, a salt-and-pepper beard, and blue eyes, wearing a black t-shirt and a small black lavalier microphone clipped to his shirt, sits at a desk. He has an engaged and conversational expression and speaks directly to the camera, gesturing with his hands. Behind him, on the wall, is a mounted animal skull with large horns, possibly a buffalo or bull. To his right is a black shelving unit with various items, including a YouTube play button award, and a sign that reads 'NEEVESKNIVES'. To his left is a large softbox light. The man says, [SPEECH_0].","A clear, conversational male voice speaking in a calm and informative tone. The speech is steady and well-paced, with no noticeable background noise or music.",/mnt/shaoguan1cephfs/wevision-vfx/leileizhu/ominihuman/ominihuman/testset/single_double_merged/0afb0b43c2ca4829894d84ff71d9472e-Scene-016.mp4,/mnt/shaoguan1cephfs/wevision-vfx/leileizhu/ominihuman/ominihuman/testset/single_double_merged_audio/0afb0b43c2ca4829894d84ff71d9472e-Scene-016.wav
"This is a news segment, presented as a static, eye-level medium shot from a front view. The scene is set in an indoor studio during the daytime, with a large blue world map on the wall in the background and high-key lighting. In the center, a man with brown hair, wearing a dark pinstripe suit, a light blue collared shirt, and a red and black striped tie, sits in a black office chair with a happy and engaging expression. He speaks directly to the camera, saying, [SPEECH_0]. Immediately after he finishes, audience applause and cheering can be heard.","A clear, friendly male voice speaks in a calm and warm tone. The dialogue is natural and intimate, with subtle background room ambience, indicating a quiet indoor environment such as a studio. After the speech, a loud, enthusiastic audience applause and cheering erupts.",/mnt/shaoguan1cephfs/wevision-vfx/leileizhu/ominihuman/ominihuman/testset/single_double_merged/2bf584dffbaadaaa6da9056775ce8234-Scene-001.mp4,/mnt/shaoguan1cephfs/wevision-vfx/leileizhu/ominihuman/ominihuman/testset/single_double_merged_audio/2bf584dffbaadaaa6da9056775ce8234-Scene-001.wav
"This is a talk show segment, presented as a static, eye-level medium shot from a front view. The scene is set in an indoor studio during the daytime, with a large blue world map on the wall in the background and bright, even lighting. In the center, a man with dark, wavy hair, wearing a dark blue jacket over a grey t-shirt, sits and speaks with an engaged and expressive expression. He gestures with his hands as he talks, saying, [SPEECH_0]. A brief burst of audience laughter is heard at the beginning of the clip.","A clear, male voice speaking in a conversational and humorous tone. The speech is delivered at a moderate pace with natural intonation and emphasis. A brief burst of audience laughter is heard at the beginning of the clip, indicating a live studio audience.",/mnt/shaoguan1cephfs/wevision-vfx/leileizhu/ominihuman/ominihuman/testset/single_double_merged/17ce97a1411ddcc2009e8b19a0ecb8c6-Scene-018.mp4,/mnt/shaoguan1cephfs/wevision-vfx/leileizhu/ominihuman/ominihuman/testset/single_double_merged_audio/17ce97a1411ddcc2009e8b19a0ecb8c6-Scene-018.wav
"This is an interview presented as a static, eye-level medium shot from a front view. The scene is set in a studio with a blue, cloud-patterned backdrop and low-key lighting. In the center, a woman with light brown hair, wearing a black off-the-shoulder knitted dress and a silver necklace with a cross pendant, sits with a pensive and emotional expression. She is speaking, and says, [SPEECH_0].","A female voice speaks in a calm, reflective tone, with a moderate pace and a sense of vulnerability. The audio is clear and intimate, with no background music or ambient noise.",/mnt/shaoguan1cephfs/wevision-vfx/leileizhu/ominihuman/ominihuman/testset/single_double_merged/8fd03ca938e760debad39d024e055867-Scene-130.mp4,/mnt/shaoguan1cephfs/wevision-vfx/leileizhu/ominihuman/ominihuman/testset/single_double_merged_audio/8fd03ca938e760debad39d024e055867-Scene-130.wav
"This is a vlog, presented as a static, eye-level medium shot from a front view. The scene is set indoors, likely in a hobby room or office, with multiple terrariums and potted plants on wooden shelves in the background. The lighting is bright and even, with light coming from the front and the terrariums. In the center of the frame, a man with dark hair, a full beard, and brown eyes, wearing a grey t-shirt with a small black graphic on the chest, is speaking directly to the camera with an engaged and expressive demeanor. He gestures with his hands as he talks, smiling and raising his eyebrows. He says, [SPEECH_0].","A clear, friendly male voice speaking in a calm and informative tone. The speech is at a moderate pace with a neutral emotional valence, suggesting an explanatory context. The recording is clean, with no background noise or music.",/mnt/shaoguan1cephfs/wevision-vfx/leileizhu/ominihuman/ominihuman/testset/single_double_merged/07c0bd443156592ee0736ce9b9cb2468-Scene-003.mp4,/mnt/shaoguan1cephfs/wevision-vfx/leileizhu/ominihuman/ominihuman/testset/single_double_merged_audio/07c0bd443156592ee0736ce9b9cb2468-Scene-003.wav
"This is an interview presented as a static, eye-level medium shot from a front view. The scene is set in an indoor office during the daytime, with a whiteboard on the left, a bulletin board with papers on the right, and a desk with a keyboard and speakers in the background. In the center, a man with curly brown hair, wearing a light-colored, vertically striped button-down shirt over a white t-shirt, sits at the desk with an engaged and conversational expression. He is speaking directly to the camera, saying, [SPEECH_0]. Soft, neutral instrumental music plays in the background.","A clear, calm male voice speaking in a neutral and conversational tone. The dialogue is steady and well-paced, with a slight echo suggesting a room recording. Soft, instrumental background music plays throughout, creating a neutral and unobtrusive atmosphere.",/mnt/shaoguan1cephfs/wevision-vfx/leileizhu/ominihuman/ominihuman/testset/single_double_merged/dac36ac89c74ccad3ab0b42d35b124fc-Scene-046_cropped.mp4,/mnt/shaoguan1cephfs/wevision-vfx/leileizhu/ominihuman/ominihuman/testset/single_double_merged_audio/dac36ac89c74ccad3ab0b42d35b124fc-Scene-046_cropped.wav
"This is an interview presented as a static, eye-level medium shot from a front view. The scene is set in an indoor office or studio during the daytime, with a blue wall and shelves holding various items like mugs, a clock, and bottles in the background, under artificial lighting. In the center, a middle-aged man with short, graying hair and a beard, wearing a white button-down shirt, sits at a desk with an engaged and expressive expression. He is speaking and gesturing with his hands, saying, [SPEECH_0]. In front of him, a black laptop is open on the desk, and to his right, a model of a golden yacht is also on the desk.","A clear, articulate male voice with a neutral tone speaks at a moderate pace. The recording is clean and professional, with no background noise or music.",/mnt/shaoguan1cephfs/wevision-vfx/leileizhu/ominihuman/ominihuman/testset/single_double_merged/4b41964d03ab54dda1c845d9ad4114bb-Scene-020_subtitle_cropped.mp4,/mnt/shaoguan1cephfs/wevision-vfx/leileizhu/ominihuman/ominihuman/testset/single_double_merged_audio/4b41964d03ab54dda1c845d9ad4114bb-Scene-020_subtitle_cropped.wav
"This is a cooking show segment, presented as a static, eye-level medium shot from a front view. The scene is set in a bright, modern kitchen during the daytime, with a large window in the background showing a green field and trees. A woman with blonde hair, wearing a navy blue sweater over a white collared shirt and pearl earrings, stands in the center of the frame behind a kitchen counter. She is speaking with a neutral and focused expression. To her right, on the counter, is a copper-colored stand mixer with a glass bowl containing a light-colored batter, and next to it is a large glass jar labeled 'Baking Soda'. She says, [SPEECH_0].","A clear, calm female voice speaks in a measured and informative tone. The audio is clean and well-recorded, with no background music or ambient noise.",/mnt/shaoguan1cephfs/wevision-vfx/leileizhu/ominihuman/ominihuman/testset/single_double_merged/8905a186fddca7442d97004d3b8b88a2-Scene-003_subtitle_cropped.mp4,/mnt/shaoguan1cephfs/wevision-vfx/leileizhu/ominihuman/ominihuman/testset/single_double_merged_audio/8905a186fddca7442d97004d3b8b88a2-Scene-003_subtitle_cropped.wav
"This is an interview, presented as a static, eye-level medium shot from a front view. The scene is set in an indoor office during the daytime, with a wooden desk, a wooden pillar, and a white wall in the background, under soft lighting. In the center, a woman with long, dark, wavy hair, wearing a blue hoodie, sits in a black office chair with a neutral and engaged expression. She is speaking, saying, [SPEECH_0].","A clear, neutral female voice speaking in a calm and conversational tone. The speech is steady and well-paced, with no background noise or music.",/mnt/shaoguan1cephfs/wevision-vfx/leileizhu/ominihuman/ominihuman/testset/single_double_merged/12950f65001bd88eb1c8305356054f39-Scene-019_subtitle_cropped.mp4,/mnt/shaoguan1cephfs/wevision-vfx/leileizhu/ominihuman/ominihuman/testset/single_double_merged_audio/12950f65001bd88eb1c8305356054f39-Scene-019_subtitle_cropped.wav
"This is an instructional video presented as a static, eye-level medium shot from a front view. The scene is set in a studio with a plain, light-colored background and high-key lighting. In the center-left, a man with a full grey beard and mustache, wearing a brown fedora, a dark denim jacket, and a black t-shirt with 'THE BEATLES' text and a car graphic, sits holding a brown acoustic guitar. He has an engaged and expressive expression, with wide eyes and an open mouth, and gestures with his right hand as he speaks. To his right, a small, green and cream-colored guitar amplifier sits on the floor. The man speaks directly to the camera, saying, [SPEECH_0].","A clear, friendly male voice speaking in a calm and warm tone. The dialogue is natural and intimate, with subtle background room ambience, indicating a quiet indoor environment such as a recording studio.",/mnt/shaoguan1cephfs/wevision-vfx/leileizhu/ominihuman/ominihuman/testset/single_double_merged/1b2555a181f61ae57c81db2c258f0b6c-Scene-005_subtitle_cropped.mp4,/mnt/shaoguan1cephfs/wevision-vfx/leileizhu/ominihuman/ominihuman/testset/single_double_merged_audio/1b2555a181f61ae57c81db2c258f0b6c-Scene-005_subtitle_cropped.wav
"This is an interview, presented as a static, eye-level medium shot from a front view. The scene is set in an indoor studio during the daytime, with a light gray wall and a wooden desk with a turquoise-colored edge in the foreground, and soft, even lighting. In the center, an older man with gray hair, wearing a dark blue sweater over a white collared shirt and a dark red tie, sits in a gray office chair. He is speaking, using his right hand to gesture, and says, [SPEECH_0]. A silver laptop is partially visible on the desk in front of him.","A clear, neutral male voice speaking in a calm and conversational tone. The speech is steady and articulate, with no noticeable background noise.",/mnt/shaoguan1cephfs/wevision-vfx/leileizhu/ominihuman/ominihuman/testset/single_double_merged/895d17e4060c7b124625e98af32df2e7-Scene-073_cropped.mp4,/mnt/shaoguan1cephfs/wevision-vfx/leileizhu/ominihuman/ominihuman/testset/single_double_merged_audio/895d17e4060c7b124625e98af32df2e7-Scene-073_cropped.wav
